,ID,Sex,Age,ModesOfTravel,TravelMotives,Margins,Periods,StagesPerPersonPerDayAverage_1,DistanceTravelledPerStageAverage_2
81439,81439,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2016,0.05,0.83
81440,81440,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2017,0.05,0.89
81441,81441,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2018,0.05,0.84
81442,81442,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2019,0.05,0.85
81443,81443,Female,30 to 39 years,Walking,Attending education/courses,Upper bound 95% confidence interval,2020,0.03,0.89
81444,81444,Female,30 to 39 years,Walking,Other,Value,1999,0.51,1.18
81445,81445,Female,30 to 39 years,Walking,Other,Value,2000,0.49,1.2
81446,81446,Female,30 to 39 years,Walking,Other,Value,2001,0.49,1.22
81447,81447,Female,30 to 39 years,Walking,Other,Value,2002,0.5,1.2
81448,81448,Female,30 to 39 years,Walking,Other,Value,2003,0.5,1.2
81449,81449,Female,30 to 39 years,Walking,Other,Value,2004,0.49,1.2
81450,81450,Female,30 to 39 years,Walking,Other,Value,2005,0.5,1.24
81451,81451,Female,30 to 39 years,Walking,Other,Value,2006,0.52,1.28
81452,81452,Female,30 to 39 years,Walking,Other,Value,2007,0.5,1.3
81453,81453,Female,30 to 39 years,Walking,Other,Value,2008,0.5,1.24
81454,81454,Female,30 to 39 years,Walking,Other,Value,2009,0.51,1.27
81455,81455,Female,30 to 39 years,Walking,Other,Value,2010,0.51,1.24
81456,81456,Female,30 to 39 years,Walking,Other,Value,2011,0.47,1.31
81457,81457,Female,30 to 39 years,Walking,Other,Value,2012,0.48,1.3
81458,81458,Female,30 to 39 years,Walking,Other,Value,2013,0.5,1.27
81459,81459,Female,30 to 39 years,Walking,Other,Value,2014,0.49,1.33
81460,81460,Female,30 to 39 years,Walking,Other,Value,2015,0.47,1.36
81461,81461,Female,30 to 39 years,Walking,Other,Value,2016,0.46,1.33
81462,81462,Female,30 to 39 years,Walking,Other,Value,2017,0.44,1.36
81463,81463,Female,30 to 39 years,Walking,Other,Value,2018,0.46,1.38
81464,81464,Female,30 to 39 years,Walking,Other,Value,2019,0.46,1.37
81465,81465,Female,30 to 39 years,Walking,Other,Value,2020,0.5,1.65
81466,81466,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,1999,0.46,1.02
81467,81467,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2000,0.44,1.05
81468,81468,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2001,0.44,1.08
81469,81469,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2002,0.45,1.06
81470,81470,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2003,0.45,1.06
81471,81471,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2004,0.44,1.08
81472,81472,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2005,0.46,1.12
81473,81473,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2006,0.48,1.16
81474,81474,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2007,0.47,1.19
81475,81475,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2008,0.46,1.12
81476,81476,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2009,0.48,1.17
81477,81477,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2010,0.49,1.17
81478,81478,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2011,0.45,1.23
81479,81479,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2012,0.46,1.22
81480,81480,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2013,0.47,1.19
81481,81481,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2014,0.47,1.26
81482,81482,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2015,0.44,1.27
81483,81483,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2016,0.44,1.24
81484,81484,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2017,0.42,1.28
81485,81485,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2018,0.43,1.26
81486,81486,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2019,0.42,1.26
81487,81487,Female,30 to 39 years,Walking,Other,Lower bound 95% confidence interval,2020,0.47,1.49
81488,81488,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,1999,0.56,1.32
81489,81489,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2000,0.54,1.34
81490,81490,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2001,0.54,1.37
81491,81491,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2002,0.55,1.34
81492,81492,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2003,0.54,1.33
81493,81493,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2004,0.53,1.33
81494,81494,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2005,0.54,1.37
81495,81495,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2006,0.56,1.41
81496,81496,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2007,0.54,1.44
81497,81497,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2008,0.53,1.35
81498,81498,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2009,0.55,1.38
81499,81499,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2010,0.54,1.33
81500,81500,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2011,0.5,1.39
81501,81501,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2012,0.51,1.38
81502,81502,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2013,0.52,1.34
81503,81503,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2014,0.52,1.42
81504,81504,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2015,0.49,1.44
81505,81505,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2016,0.48,1.41
81506,81506,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2017,0.46,1.45
81507,81507,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2018,0.5,1.51
81508,81508,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2019,0.49,1.51
81509,81509,Female,30 to 39 years,Walking,Other,Upper bound 95% confidence interval,2020,0.54,1.84
81576,81576,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,1999,0.02,9.62
81577,81577,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2000,0.01,9.23
81578,81578,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2001,0.01,9.29
81579,81579,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2002,0.01,8.97
81580,81580,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2003,0.01,9.27
81581,81581,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2004,0.01,8.88
81582,81582,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2005,0.01,9.59
81583,81583,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2006,0.01,9.58
81584,81584,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2007,0.01,9.42
81585,81585,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2008,0.01,8.56
81586,81586,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2009,0.01,8.14
81587,81587,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2010,0.01,8.58
81588,81588,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2011,0.01,8.66
81589,81589,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2012,0.01,8.02
81590,81590,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2013,0.01,8.49
81591,81591,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2014,0.01,8.46
81592,81592,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2015,0.01,8.28
81593,81593,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2016,0.01,7.85
81594,81594,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2017,0.01,8.46
81595,81595,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2018,0.01,8.27
81596,81596,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Value,2019,0.01,7.85
81598,81598,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,1999,0.01,7.56
81599,81599,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2000,0.01,7.33
81600,81600,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2001,0.01,7.4
81601,81601,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2002,0.01,7.31
81602,81602,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2003,0.01,7.55
81603,81603,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2004,0.01,7.18
81604,81604,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2005,0.01,7.92
81605,81605,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2006,0.01,7.88
81606,81606,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2007,0.01,7.85
81607,81607,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2008,0.01,7.11
81608,81608,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2009,0.01,6.71
81609,81609,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2010,0.01,7.25
81610,81610,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2011,0.01,7.26
81611,81611,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2012,0.01,6.78
81612,81612,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2013,0.01,7.17
81613,81613,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2014,0.01,7.27
81614,81614,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2015,0.01,6.96
81615,81615,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2016,0.01,6.63
81616,81616,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2017,0.01,7.04
81617,81617,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2018,0.01,6.76
81618,81618,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2019,0.01,6.28
81620,81620,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,1999,0.02,11.73
81621,81621,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2000,0.02,11.22
81622,81622,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2001,0.02,11.16
81623,81623,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2002,0.02,10.86
81624,81624,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2003,0.02,11.12
81625,81625,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2004,0.02,10.52
81626,81626,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2005,0.02,11.45
81627,81627,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2006,0.02,11.43
81628,81628,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2007,0.02,11.19
81629,81629,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2008,0.02,10.18
81630,81630,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2009,0.02,9.55
81631,81631,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2010,0.02,9.89
81632,81632,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2011,0.02,9.94
81633,81633,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2012,0.02,9.34
81634,81634,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2013,0.01,9.79
81635,81635,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2014,0.02,9.77
81636,81636,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2015,0.02,9.62
81637,81637,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2016,0.02,9.15
81638,81638,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2017,0.01,10.02
81639,81639,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2018,0.02,9.88
81640,81640,Female,30 to 39 years,Other,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2019,0.01,9.38
81651,81651,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Value,2008,0.01,2.92
81653,81653,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Value,2010,0.01,3.55
81654,81654,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Value,2011,0.01,3.38
81655,81655,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Value,2012,0.01,3.17
81656,81656,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Value,2013,0.01,3.27
81657,81657,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Value,2014,0.01,3.32
81658,81658,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Value,2015,0.01,3.39
81659,81659,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Value,2016,0.01,2.92
81660,81660,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Value,2017,0.01,3.28
81673,81673,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2008,0.0,2.33
81675,81675,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2010,0.0,2.88
81676,81676,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2011,0.0,2.77
81677,81677,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2012,0.0,2.6
81678,81678,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2013,0.0,2.72
81679,81679,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2014,0.0,2.72
81680,81680,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2015,0.0,2.77
81681,81681,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2016,0.0,2.38
81682,81682,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2017,0.0,2.67
81695,81695,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2008,0.01,3.58
81697,81697,Female,30 to 39 years,Other,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2010,0.01,4.25
